account_id,payment_id,payment_usd,payment_date
qxQ5GR1bY4QtQAG,P4QfR06N8dQAO,30,2021-01-23
r4Q5GR1J04QtQAF,OPQfR06N8dQA4,68.52,2021-01-23
YeQ5GR1Wk4QtQAJ,ONQfR06N8dQA4,2550.55,2021-01-23
edQ5GR1O34QtQAB,OMQfR06N8dQA4,706.55,2021-01-23
sfQ5GR0KC4QtQAH,OIQfR06N8dQA4,2276.1,2021-01-23
tHQ5GR19Y4QtQAW,OGQfR06N8dQA4,1130,2021-01-23
8HQ5GR0t34QtQAQ,OFQfR06N8dQA4,500,2021-01-23
WmQ5GR1bY4QtQAO,O5QfR06N8dQAO,30,2021-01-23
yqQ5GR19b4QtQAA,O4QfR06N8dQAO,25,2021-01-23
pOQ5GR1NY4QtQAT,QUQfR06N8dQA4,430.59,2021-01-22
MsQ5GR1VD4QtQAP,QLQfR06N8dQA4,500,2021-01-22
3aQ5GR0Sy4QtQAB,QHQfR06N8dQA4,250,2021-01-22
aWQ5GR1de4QtQAU,QGQfR06N8dQA4,250,2021-01-22
5GQ5GR0Kx4QtQAR,QfQfR06N8dQAO,952.41,2021-01-22
b3Q5GR1Ux4QtQAB,QFQfR06N8dQA4,250,2021-01-22
xlQ5GR14q4QtQAA,QEQfR06N8dQA4,250,2021-01-22
fFQ5GR1O24QtQAR,QDQfR06N8dQA4,125,2021-01-22
X8Q5GR1de4QtQAI,Q8QfR06N8dQAO,30,2021-01-22
nnQ5GR1de4QtQAE,PPQfR06N8dQA4,75,2021-01-22
f6Q5GR1J04QtQAF,POQfR06N8dQA4,1500,2021-01-22
S5Q5GR1Rj4QtQAN,PLQfR06N8dQA4,500,2021-01-22
pFQ5GR1R24QtQAR,PKQfR06N8dQA4,500,2021-01-22
WvQ5GR1bX4QtQAK,PJQfR06N8dQA4,500,2021-01-22
GzQ5GR0KB4QtQAL,PbQfR06N8dQAO,853.29,2021-01-22
pQQ5GR1O24QtQAV,P8QfR06N8dQAO,50,2021-01-22
emQ5GR10p4QtQAA,P7QfR06N8dQAO,50,2021-01-22
6IQ5GR1Uy4QtQAV,P3QfR06N8dQAO,30,2021-01-22
BAQ5GR1Uy4QtQA3,P2QfR06N8dQAO,30,2021-01-22
sqQ5GR1T34QtQAB,OOQfR06N8dQA4,2531.04,2021-01-22
1MQ5GR1Mq4QtQAR,OKQfR06N8dQA4,2437.96,2021-01-22
pEQ5GR1NY4QtQAT,OJQfR06N8dQA4,53.23,2021-01-22
mzQ5GR1de4QtQAE,OHQfR06N8dQA4,150,2021-01-22
BTQ5GR1Ux4QtQAZ,ODQfR06N8dQA4,250,2021-01-22
VUQ5GR1de4QtQA2,OCQfR06N8dQA4,125,2021-01-22
osQ5GR1T34QtQAF,O9QfR06N8dQAO,50,2021-01-22
oDQ5GR0T04QtQAV,O8QfR06N8dQAO,50,2021-01-22
8uQ5GR1O24QtQAB,O7QfR06N8dQAO,50,2021-01-22
XDQ5GR1Ox4QtQA3,pAQfR06N8dQAW,1481.19,2021-01-21
AuQ5GR0Tz4QtQAN,p9QfR06N8dQAG,1678.38,2021-01-21
GEQ5GR1Uy4QtQA3,p8QfR06N8dQAG,114.67,2021-01-21
q6Q5GR1d64QtQAA,p7QfR06N8dQAG,500,2021-01-21
cLQ5GR1Bg4QtQAR,p6QfR06N8dQAG,250,2021-01-21
KVQ5GR1bX4QtQA4,p5QfR06N8dQAG,250,2021-01-21
mEQ5GR1Zx4QtQAV,p4QfR06N8dQAG,93.56,2021-01-21
mCQ5GR1T44QtQAR,p3QfR06N8dQAG,250,2021-01-21
qtQ5GR1SD4QtQAD,nZQfR06N8dQAW,50,2021-01-21
5LQ5GR1Bg4QtQAR,nYQfR06N8dQAW,297,2021-01-21
MkQ5GR14p4QtQAI,nXQfR06N8dQAW,250,2021-01-21
OTQ5GR1Bg4QtQAZ,nnQfR06N8dQAG,141.72,2021-01-21
4pQ5GR1KH4QtQAH,nmQfR06N8dQAG,1309.03,2021-01-21
JEQ5GR1UV4QtQA5,nlQfR06N8dQAG,820.02,2021-01-21
MuQ5GR14p4QtQAI,nkQfR06N8dQAG,1400,2021-01-21
XgQ5GR14p4QtQAI,njQfR06N8dQAG,700,2021-01-21
xeQ5GR06N4QtQAC,niQfR06N8dQAG,99,2021-01-21
1jQ5GR0Po4QtQAB,nhQfR06N8dQAG,375,2021-01-21
kEQ5GR1cf4QtQAQ,ngQfR06N8dQAG,250,2021-01-21
QgQ5GR1RQ4QtQAP,nfQfR06N8dQAG,250,2021-01-21
fVQ5GR0Qw4QtQAV,neQfR06N8dQAG,250,2021-01-21
iDQ5GR1NZ4QtQAT,ndQfR06N8dQAG,1,2021-01-21
ckQ5GR1Sn4QtQAF,ncQfR06N8dQAG,50,2021-01-21
M7Q5GR1SZ4QtQAP,nbQfR06N8dQAG,50,2021-01-21
yzQ5GR1RQ4QtQAD,naQfR06N8dQAG,50,2021-01-21
kkQ5GR1de4QtQAE,oNQfR06N8dQAW,75,2021-01-20
vzQ5GR06N4QtQAC,oIQfR06N8dQAW,299,2021-01-20
nUQ5GR1EK4QtQAT,ocQfR06N8dQAG,1122.39,2021-01-20
dxQ5GR1RP4QtQAD,oBQfR06N8dQAW,500,2021-01-20
HsQ5GR0bv4QtQAI,o0QfR06N8dQAG,100,2021-01-20
8QQ5GR1Bh4QtQAR,nzQfR06N8dQAG,50,2021-01-20
KBQ5GR1UA4QtQA1,nxQfR06N8dQAG,50,2021-01-20
R5Q5GR1de4QtQAI,nwQfR06N8dQAG,50,2021-01-20
mBQ5GR1de4QtQAU,nsQfR06N8dQAG,30,2021-01-20
TRQ5GR1R44QtQAZ,nrQfR06N8dQAG,30,2021-01-20
8NQ5GR1Kh4QtQAR,n4QfR06N8dQAG,831.67,2021-01-20
3RQ5GR1O14QtQAR,n0QfR06N8dQAG,439.9,2021-01-20
u8Q5GR1Fo4QtQAB,mvQfR06N8dQAG,1094.62,2021-01-20
xVQ5GR1dV4QtQAS,mUQfR06N8dQAW,125,2021-01-20
ZJQ5GR1R44QtQAZ,muQfR06N8dQAG,300,2021-01-20
1OQ5GR1Ux4QtQAR,mtQfR06N8dQAG,75,2021-01-20
YzQ5GR1R44QtQAJ,msQfR06N8dQAG,90,2021-01-20
g5Q5GR1Iz4QtQAB,mrQfR06N8dQAG,162.5,2021-01-20
9hQ5GR1Ui4QtQAF,mNQfR06N8dQAW,50,2021-01-20
IyQ5GR1254QtQAM,mMQfR06N8dQAW,50,2021-01-20
jMQ5GR1de4QtQAU,mGQfR06N8dQAW,30,2021-01-20
Z8Q5GR1Wt4QtQAJ,mgQfR06N8dQAG,250,2021-01-20
Z3Q5GR1JQ4QtQAL,mfQfR06N8dQAG,250,2021-01-20
F3Q5GR1Jr4QtQAN,meQfR06N8dQAG,250,2021-01-20
r1Q5GR0t34QtQAA,mdQfR06N8dQAG,250,2021-01-20
FyQ5GR1Ux4QtQAN,oUQfR06N8dQAW,674.37,2021-01-19
kjQ5GR1de4QtQAE,oQQfR06N8dQAW,300,2021-01-19
2RQ5GR0bx4QtQAQ,oPQfR06N8dQAW,150,2021-01-19
BkQ5GR1dd4QtQAM,oMQfR06N8dQAW,75,2021-01-19
09Q5GR1T44QtQAF,oHQfR06N8dQAW,252.5,2021-01-19
lTQ5GR1ci4QtQAQ,oGQfR06N8dQAW,180,2021-01-19
xCQ5GR1Uh4QtQAR,oFQfR06N8dQAW,975,2021-01-19
RCQ5GR0KB4QtQA1,oeQfR06N8dQAG,952.97,2021-01-19
qsQ5GR0t34QtQAA,oDQfR06N8dQAW,500,2021-01-19
1bQ5GR07s4QtQAE,odQfR06N8dQAG,7880.29,2021-01-19
vaQ5GR0Kx4QtQAB,oCQfR06N8dQAW,500,2021-01-19
IQQ5GR1We4QtQA3,obQfR06N8dQAG,8157.08,2021-01-19
IMQ5GR1ay4QtQA2,o7QfR06N8dQAG,250,2021-01-19
njQ5GR1cj4QtQAA,o6QfR06N8dQAG,250,2021-01-19
xVQ5GR1dV4QtQAS,o4QfR06N8dQAG,125,2021-01-19
bIQ5GR1T34QtQAV,nyQfR06N8dQAG,50,2021-01-19
14Q5GR1Mq4QtQAF,nvQfR06N8dQAG,50,2021-01-19
IRQ5GR1We4QtQA3,nBQfR06N8dQAW,1045.32,2021-01-19
KkQ5GR0hc4QtQAM,nAQfR06N8dQAW,1666.2,2021-01-19
5FQ5GR1Wd4QtQAV,n5QfR06N8dQAG,1959.21,2021-01-19
URQ5GR1d64QtQA2,mVQfR06N8dQAW,125,2021-01-19
mVQ5GR1L34QtQAR,mqQfR06N8dQAG,4000,2021-01-19
V2Q5GR1Kg4QtQAJ,mpQfR06N8dQAG,500,2021-01-19
GQQ5GR1Kg4QtQAZ,moQfR06N8dQAG,500,2021-01-19
MqQ5GR1VD4QtQAP,mjQfR06N8dQAG,250,2021-01-19
RzQ5GR1Hu4QtQAJ,miQfR06N8dQAG,250,2021-01-19
6KQ5GR1R44QtQAV,mhQfR06N8dQAG,250,2021-01-19
lIQ5GR1de4QtQAU,mFQfR06N8dQAW,30,2021-01-19
tcQ5GR1dd4QtQAE,mEQfR06N8dQAW,30,2021-01-19
m0Q5GR1Uh4QtQAB,mcQfR06N8dQAG,250,2021-01-19
YIQ5GR1Ux4QtQA3,mbQfR06N8dQAG,250,2021-01-19
KqQ5GR1R24QtQAJ,oZQfR06N8dQAW,12.97,2021-01-18
mQQ5GR1Fn4QtQAV,oYQfR06N8dQAW,3554.32,2021-01-18
SxQ5GR1PT4QtQAP,oWQfR06N8dQAW,2221.33,2021-01-18
X0Q5GR1L64QtQAN,oRQfR06N8dQAW,510,2021-01-18
swQ5GR1Ww4QtQAF,oJQfR06N8dQAW,75,2021-01-18
BPQ5GR1bY4QtQA4,oaQfR06N8dQAG,1091.84,2021-01-18
P6Q5GR0KB4QtQAL,o9QfR06N8dQAG,500,2021-01-18
tBQ5GR1SC4QtQAT,o8QfR06N8dQAG,500,2021-01-18
RWQ5GR1db4QtQAY,o1QfR06N8dQAG,1,2021-01-18
WcQ5GR1Ow4QtQAN,ntQfR06N8dQAG,50,2021-01-18
O9Q5GR1Ww4QtQAN,nqQfR06N8dQAG,30,2021-01-18
sSQ5GR1Ww4QtQAR,npQfR06N8dQAG,30,2021-01-18
mKQ5GR1db4QtQAQ,noQfR06N8dQAG,30,2021-01-18
k6Q5GR1b54QtQAE,nDQfR06N8dQAW,1571.69,2021-01-18
vtQ5GR1Nc4QtQAF,nCQfR06N8dQAW,782.47,2021-01-18
TUQ5GR0KC4QtQA1,n8QfR06N8dQAG,5176.58,2021-01-18
HiQ5GR1Wy4QtQAN,n6QfR06N8dQAG,1076.46,2021-01-18
QhQ5GR1RQ4QtQAP,n2QfR06N8dQAG,1357.72,2021-01-18
iRQ5GR1264QtQAQ,n1QfR06N8dQAG,1813.41,2021-01-18
JBQ5GR1Fn4QtQAZ,mYQfR06N8dQAW,250,2021-01-18
SrQ5GR0sh4QtQAM,mXQfR06N8dQAW,250,2021-01-18
IrQ5GR0t34QtQAM,mxQfR06N8dQAG,3594.49,2021-01-18
4BQ5GR1Ou4QtQAR,mWQfR06N8dQAW,250,2021-01-18
C6Q5GR1bO4QtQAK,mTQfR06N8dQAW,125,2021-01-18
CKQ5GR1d54QtQAY,mSQfR06N8dQAW,1,2021-01-18
GmQ5GR1Wx4QtQAJ,mQQfR06N8dQAW,1,2021-01-18
apQ5GR12C4QtQAC,mkQfR06N8dQAG,500,2021-01-18
foQ5GR0bw4QtQAA,mJQfR06N8dQAW,50,2021-01-18
jbQ5GR1Fn4QtQAF,mIQfR06N8dQAW,50,2021-01-18
A3Q5GR1Ux4QtQAJ,mHQfR06N8dQAW,50,2021-01-18
YvQ5GR1Ww4QtQAN,mDQfR06N8dQAW,30,2021-01-18
jjQ5GR1db4QtQAA,mCQfR06N8dQAW,30,2021-01-18
weQ5GR1dH4QtQAG,mBQfR06N8dQAW,30,2021-01-18
rHQ5GR0mU4QtQAW,oXQfR06N8dQAW,2189.95,2021-01-17
xCQ5GR14q4QtQAQ,oVQfR06N8dQAW,46.4,2021-01-17
9wQ5GR0p54QtQAE,oTQfR06N8dQAW,2200.73,2021-01-17
nQQ5GR0hc4QtQAQ,oSQfR06N8dQAW,4303.24,2021-01-17
SKQ5GR1R24QtQA3,oOQfR06N8dQAW,150,2021-01-17
9mQ5GR1Wc4QtQAB,oLQfR06N8dQAW,75,2021-01-17
k4Q5GR1R24QtQAF,oKQfR06N8dQAW,75,2021-01-17
QgQ5GR17G4QtQAO,oEQfR06N8dQAW,81.25,2021-01-17
hkQ5GR1O24QtQAB,oAQfR06N8dQAW,500,2021-01-17
sNQ5GR0bw4QtQAQ,o5QfR06N8dQAG,250,2021-01-17
L1Q5GR1Ha4QtQAJ,o3QfR06N8dQAG,125,2021-01-17
9cQ5GR0rg4QtQAA,o2QfR06N8dQAG,275,2021-01-17
zdQ5GR1Wg4QtQAF,nuQfR06N8dQAG,50,2021-01-17
9lQ5GR1Sn4QtQAB,n9QfR06N8dQAG,1131.89,2021-01-17
nBQ5GR1Ic4QtQAR,n7QfR06N8dQAG,999.51,2021-01-17
TiQ5GR1We4QtQAN,n3QfR06N8dQAG,748.64,2021-01-17
aSQ5GR1HY4QtQAX,mZQfR06N8dQAW,250,2021-01-17
ROQ5GR1Mp4QtQAZ,mzQfR06N8dQAG,888.77,2021-01-17
XZQ5GR1L34QtQAZ,myQfR06N8dQAG,1249.11,2021-01-17
0hQ5GR1Mp4QtQAB,mwQfR06N8dQAG,861.56,2021-01-17
QlQ5GR1RQ4QtQAP,mRQfR06N8dQAW,1,2021-01-17
iFQ5GR0hb4QtQAU,mPQfR06N8dQAW,100,2021-01-17
33Q5GR0bw4QtQAE,mOQfR06N8dQAW,100,2021-01-17
wnQ5GR06N4QtQAC,mnQfR06N8dQAG,500,2021-01-17
UGQ5GR1Sn4QtQAZ,mmQfR06N8dQAG,500,2021-01-17
lQQ5GR11E4QtQAS,mLQfR06N8dQAW,50,2021-01-17
pZQ5GR17H4QtQAW,mlQfR06N8dQAG,500,2021-01-17
qTQ5GR1cf4QtQAU,mKQfR06N8dQAW,50,2021-01-17
VPQ5GR1WS4QtQA1,maQfR06N8dQAG,250,2021-01-17
mmQ5GR0Ov4QtQAF,p1QfR06N8dQAG,2830.62,2021-01-16
CaQ5GR1b54QtQAI,ozQfR06N8dQAG,300,2021-01-16
qdQ5GR1b54QtQAE,oyQfR06N8dQAG,150,2021-01-16
EeQ5GR1Mq4QtQAN,oxQfR06N8dQAG,150,2021-01-16
yzQ5GR1b54QtQAA,ovQfR06N8dQAG,75,2021-01-16
JlQ5GR0sh4QtQAM,ouQfR06N8dQAG,500,2021-01-16
c0Q5GR1Uv4QtQAB,osQfR06N8dQAG,250,2021-01-16
